Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 1745, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49593072980771, Training Error = 0.228515625
Iteration no. 1746, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4931546726286, Training Error = 0.23828125
Iteration no. 1747, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50032609684762, Training Error = 0.25
Iteration no. 1748, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50203429999154, Training Error = 0.248046875
Iteration no. 1749, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47727696779423, Training Error = 0.2421875
Iteration no. 1750, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.54317332380451, Training Error = 0.29296875
Testing... average test_loss = 0.98902211674785, average test_pred_err = 0.499
Iteration no. 1751, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49132886375837, Training Error = 0.25390625
Iteration no. 1752, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5032516962614, Training Error = 0.25390625
Iteration no. 1753, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52045202672938, Training Error = 0.283203125
Iteration no. 1754, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52589124909359, Training Error = 0.263671875
Iteration no. 1755, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.55023704891001, Training Error = 0.271484375
Iteration no. 1756, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4988655109504, Training Error = 0.24609375
Iteration no. 1757, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50103469466484, Training Error = 0.24609375
Iteration no. 1758, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48143529028841, Training Error = 0.23828125
Iteration no. 1759, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50956816824399, Training Error = 0.283203125
Iteration no. 1760, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53590932573947, Training Error = 0.28125
Iteration no. 1761, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4845026055188, Training Error = 0.23046875
Iteration no. 1762, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50460320111308, Training Error = 0.244140625
Iteration no. 1763, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5165865950594, Training Error = 0.26953125
Iteration no. 1764, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49981356662846, Training Error = 0.25390625
Iteration no. 1765, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48589591423191, Training Error = 0.255859375
Iteration no. 1766, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49466710559263, Training Error = 0.26171875
Iteration no. 1767, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5240443618082, Training Error = 0.255859375
Iteration no. 1768, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51612307528381, Training Error = 0.27734375
Iteration no. 1769, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49854273133702, Training Error = 0.255859375
Iteration no. 1770, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48291587300245, Training Error = 0.21875
Iteration no. 1771, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47650820838008, Training Error = 0.224609375
Iteration no. 1772, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4893560287158, Training Error = 0.240234375
Iteration no. 1773, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50751258675775, Training Error = 0.267578125
Iteration no. 1774, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.46272522634115, Training Error = 0.2265625
Iteration no. 1775, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47105125607703, Training Error = 0.2265625
Iteration no. 1776, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52440580957154, Training Error = 0.2734375
Iteration no. 1777, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52043412804807, Training Error = 0.29296875
Iteration no. 1778, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51290615324148, Training Error = 0.27734375
Iteration no. 1779, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4776303852338, Training Error = 0.255859375
Iteration no. 1780, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53407093128635, Training Error = 0.267578125
Iteration no. 1781, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50353888322549, Training Error = 0.236328125
Iteration no. 1782, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.45281131287055, Training Error = 0.201171875
Iteration no. 1783, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51028544161464, Training Error = 0.2421875
Iteration no. 1784, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51539587461006, Training Error = 0.267578125
Iteration no. 1785, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52722879157218, Training Error = 0.28125
Iteration no. 1786, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48503746011673, Training Error = 0.23828125
Iteration no. 1787, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53058248982278, Training Error = 0.255859375
Iteration no. 1788, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52450519005724, Training Error = 0.267578125
Iteration no. 1789, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51078053601896, Training Error = 0.255859375
Iteration no. 1790, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50328680551718, Training Error = 0.2421875
Iteration no. 1791, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49094593028442, Training Error = 0.22265625
Iteration no. 1792, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5119216911273, Training Error = 0.26953125
Iteration no. 1793, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4865388103474, Training Error = 0.24609375
Iteration no. 1794, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49247464411266, Training Error = 0.2265625
Iteration no. 1795, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50286043127071, Training Error = 0.2578125
Iteration no. 1796, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49865548048209, Training Error = 0.24609375
Iteration no. 1797, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50161147256475, Training Error = 0.240234375
Iteration no. 1798, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53695998885317, Training Error = 0.26953125
Iteration no. 1799, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47602788473186, Training Error = 0.232421875
Iteration no. 1800, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.54423650652024, Training Error = 0.28515625
Testing... average test_loss = 0.96866810556795, average test_pred_err = 0.483
Snapshotting C_model... done
Iteration no. 1801, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.51015420782662, Training Error = 0.25
Iteration no. 1802, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49376303343615, Training Error = 0.244140625
Iteration no. 1803, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52939503474022, Training Error = 0.265625
Iteration no. 1804, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52273489464636, Training Error = 0.265625
Iteration no. 1805, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50195224562998, Training Error = 0.263671875
Iteration no. 1806, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.51946882593001, Training Error = 0.275390625
Iteration no. 1807, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50823185444982, Training Error = 0.23828125
Iteration no. 1808, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.5084029760152, Training Error = 0.25390625
Iteration no. 1809, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48477246488201, Training Error = 0.2421875
Iteration no. 1810, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48538047034782, Training Error = 0.25
Iteration no. 1811, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50548803016616, Training Error = 0.263671875
Iteration no. 1812, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49700989522536, Training Error = 0.236328125
Iteration no. 1813, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48096337420573, Training Error = 0.224609375
Iteration no. 1814, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48774546722336, Training Error = 0.2265625
Iteration no. 1815, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49979254985194, Training Error = 0.24609375
Iteration no. 1816, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52739868622256, Training Error = 0.26171875
Iteration no. 1817, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50208881617451, Training Error = 0.2578125
Iteration no. 1818, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.484066917357, Training Error = 0.2265625
Iteration no. 1819, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48517402713015, Training Error = 0.25
Iteration no. 1820, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.51827337339463, Training Error = 0.27734375
Iteration no. 1821, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48768169940121, Training Error = 0.25390625
Iteration no. 1822, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.54020392200308, Training Error = 0.265625
Iteration no. 1823, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48183867736444, Training Error = 0.244140625
Iteration no. 1824, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.51527637974454, Training Error = 0.283203125
Iteration no. 1825, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49756836083463, Training Error = 0.2578125
Iteration no. 1826, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52057575514669, Training Error = 0.279296875
Iteration no. 1827, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49114576834343, Training Error = 0.236328125
Iteration no. 1828, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52685394122629, Training Error = 0.28515625
Iteration no. 1829, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.52433920438442, Training Error = 0.265625
Iteration no. 1830, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.46726403914484, Training Error = 0.234375
Iteration no. 1831, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50335594835252, Training Error = 0.267578125
Iteration no. 1832, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48616276575714, Training Error = 0.248046875
Iteration no. 1833, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.51033526783387, Training Error = 0.26171875
Iteration no. 1834, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50798978101408, Training Error = 0.26171875
Iteration no. 1835, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.4819017255452, Training Error = 0.248046875
Iteration no. 1836, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.47722833266243, Training Error = 0.234375
Iteration no. 1837, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48813688199632, Training Error = 0.2421875
Iteration no. 1838, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.45570835759407, Training Error = 0.21484375
Iteration no. 1839, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50362567014444, Training Error = 0.248046875
Iteration no. 1840, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.50123432151131, Training Error = 0.236328125
Iteration no. 1841, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.47794347355391, Training Error = 0.25
Iteration no. 1842, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.537261987346, Training Error = 0.2734375
Iteration no. 1843, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.48543834861319, Training Error = 0.232421875
Iteration no. 1844, lr = 0.0032568271958209, attribute lr =3.2568271958209e-05, average batch_loss = 0.49729807160337, Training Error = 0.240234375
